platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"suaminya kerja,, ehh istrinya malah di uhh ahhh tetangga

Kamis pagiii siang vasektomi malam Jumat libur 1 juta ready",2025-05-01T18:19:36.000Z,positif,suami kerja ehh istri uhh ahhh tetangga kamis pagiii siang vasektomi malam jumat libur juta ready
twitter,"Masalah korupsi bansos ama syarat vasektomi buat penerima bansos menurut gw gaada sangkut pautnya ga sih? Kalo masalah korupsi semua balik lagi ke sistem, sedangkan kalo persyaratan penerima bansos itu demi sdm kita pada mikir ga sih? Cmiiw",2025-05-01T18:18:22.000Z,positif,korupsi bansos ama syarat vasektomi terima bansos gw gaada sangkut paut ga sih kalo korupsi sistem kalo syarat terima bansos sdm mikir ga sih cmiiw
twitter," tetangga minta tolong 
https://poophd.pro/e/we4nqqodwzjf
 Tetangga sebelah
https://poophd.pro/f/rhyl2kujlvn

Konten https://t.me/resakarmilaa

Malam Jumat mecima nonton YouTube melani vasektomi tikom libur selamat hari buruh maljum ready vcs",2025-05-01T18:17:16.000Z,netral,tetangga tolong tetangga belah konten malam jumat mecima nonton youtube melani vasektomi tikom libur selamat buruh maljum ready vcs
twitter,"Basic bgt lho ini. Padahal logika yang mendasarinya aja udh berbahaya. 

Klo orang miskin boleh ""dipaksa"" vasektomi atas dasar kebodohan, kemiskinan, dll. 

Banyak argumen yang ekuivalen semacam itu yang justru sangat berbahaya.",2025-05-01T18:16:15.000Z,positif,basic bgt lho logika dasar aja udh bahaya klo orang miskin paksa vasektomi dasar bodoh miskin dll argumen ekuivalen bahaya
twitter,"Bayangin aja betapa menderitanya orang miskin yang dipaksa untuk vasektomi. Udah kehilangan kemampuan untuk bereproduksi, kemiskinannya dipelihara pula.",2025-05-01T18:13:47.000Z,positif,bayangin aja betapa derita orang miskin paksa vasektomi udah hilang mampu reproduksi miskin pelihara
twitter,"Klu kgk mau vasektomi ya buang di luar wktu HBnya or beli kondom untuk mencegah istrinya hamil, kdng dgn cara ini jga srng kebobolan  ahhh lier ",2025-05-01T18:13:17.000Z,positif,klu kgk vasektomi ya buang wktu hbnya or beli kondom cegah istri hamil kdng dgn jga srng bobol ahhh lier
twitter,"Krena efek vasektomi itu jdi mandul. Orang gak mau lah. Sama seperti wanita juga jika harus disteril. Kalau dijarak orang mungkin masih mau. Tapi kalau dibuat mandul, sulit sih. Ini bukan masalah patriarki tapi efek dari kekurangan teknologi",2025-05-01T18:12:44.000Z,positif,krena efek vasektomi jdi mandul orang gak wanita steril jarak orang mandul sulit sih patriark efek kurang teknologi
twitter,"Saya lebih berfikir, Jadi Pejabat koq gitu banget ya, Oke Anda Pejabat punya privileged Bagi2 Bansos, bahkan Penerima Bansos ada yg saking miskin nya bakal ngikutin syarat dari Anda, mau suruh Vasektomi juga Oke yang penting dapet Bansos, yg mereka tidak mengerti akibat Vasektomi",2025-05-01T18:12:10.000Z,positif,berfikir jabat koq gitu banget ya oke jabat privileged bansos terima bansos yg saking miskin nya ngikutin syarat suruh vasektomi oke dapet bansos yg erti akibat vasektomi
twitter,Malam jumat maljum tikom melani nonton youtube mecima libur darah vasektomi gta sa iyaa pagii pagiii tidur siang http://t.me/eshafaradhiba,2025-05-01T18:02:33.000Z,netral,malam jumat maljum tikom melani nonton youtube mecima libur darah vasektomi gta sa iyaa pagi pagiii tidur siang
twitter,"Bagus itu. Alhamdulillah punya ortu yg pekerja keras. Namun, ada juga orang2 yg miskin karena sistem. G ada akses pendidikan, gak ada akses info. Makanya alih2 vasektomi, mendingan bikin seluruh akses terbuka sehingga kaum marginal bisa merasakan hal yang sama seperti ortu kakak",2025-05-01T18:00:21.000Z,positif,bagus alhamdulillah ortu yg kerja keras orang yg miskin sistem g akses didik gak akses info alih vasektomi mending bikin akses buka kaum marginal rasa ortu kakak
twitter,Malam jumat melani tikom mecima ready maljum libur nonton youtube darah vasektomi gta sa http://t.me/eshafaradhib,2025-05-01T17:59:20.000Z,netral,malam jumat melani tikom mecima ready maljum libur nonton youtube darah vasektomi gta sa
twitter,"Ready vcs cs cek bio

Melani nonton youtube tikom gta sa suara pekerja damai malam jumat libur vasektomi darah refund sn qn",2025-05-01T17:53:17.000Z,netral,ready vcs cs cek bio melani nonton youtube tikom gta sa suara kerja damai malam jumat libur vasektomi darah refund sn qn
twitter,"Pria yang mengusulkan vasektomi adalah pria yang diam saat efisiensi pendidikan, RUU TNI kebijakan aneh lainnya di buat, positif thinking saja   mungkin kritisnya mendadak hilang jika menyangkut kawannya sendiri",2025-05-01T17:49:16.000Z,positif,pria usul vasektomi pria diam efisiensi didik ruu tni bijak aneh positif thinking kritis dadak hilang kawan
twitter,Vasektomi yang ginian gua setuju,2025-05-01T17:48:57.000Z,positif,vasektomi ginian gua tuju
twitter,otw minta sylus vasektomi,2025-05-01T17:46:22.000Z,netral,otw sylus vasektomi
twitter,Vasektomi emang bikin mandul sama seperti steril pda wanita. Gw juga gak setuju sama KB suntik ini itu ke perempuan. Kasihan juga. Masalahnya kaum marginal gak ada akses info untuk hal hal demikian.,2025-05-01T17:46:21.000Z,positif,vasektomi emang bikin mandul steril pda wanita gw gak tuju kb suntik perempuan kasihan kaum marginal gak akses info
twitter,"Siapeee yg maksa. Lu liat noh syarat vasektomi gimana. Ya lu juga ngotak kalo pemerintah ngebansos seKK isinya 10 anak, yg lain g kebagian gimane? Emang apbd segede apa??",2025-05-01T17:44:43.000Z,positif,siapeee yg maksa lu liat noh syarat vasektomi gimana ya lu ngotak kalo perintah ngebansos sekk isi anak yg g bagi gimane emang apbd gede
twitter,Emg vasektomi angkat titid? Beda bambang,2025-05-01T17:44:28.000Z,netral,emg vasektomi angkat titid beda bambang
twitter,yauda si tinggal kaga usah vasektomi dan kaga ush dapat bantuan. selesai,2025-05-01T17:40:50.000Z,positif,yauda si tinggal kaga vasektomi kaga ush bantu selesai
twitter,"persetan lah bansos2 tai. udah tau rakyatnya miskin masih aja dipersulit syaratnya. omong kosong mengentaskan kemiskinan. 
vasektomi itu pilihan, bukan kewajiban. merampas otoritas tubuh dengan kedok bansos adalah salah satu pelanggaran hak asasi manusia!",2025-05-01T17:40:31.000Z,positif,persetan bansos tai udah tau rakyat miskin aja sulit syarat omong kosong entas miskin vasektomi pilih wajib rampas otoritas tubuh kedok bansos salah langgar hak asasi manusia
twitter,"Tapi gua paham sih kenapa ada yang pro vasektomi, kurang lebih mereka menuntut peran pria agar punya andil lebih banyak dalam hubungan keluarga, dan juga karena seringnya KB ditargetkan ke perempuan, jumlah KB pria vs wanita juga jauhnya sangat masif.",2025-05-01T17:40:26.000Z,negatif,gua paham sih pro vasektomi tuntut peran pria andil hubung keluarga kb target perempuan kb pria vs wanita jauh masif
twitter,"Keren banget mas anies, sangat memahamin banget persoalan kemiskinan struktural, bukan kayak pemimpin populis yang sok-sokan mau wajib vasektomi buat penerima bansos",2025-05-01T17:39:47.000Z,negatif,keren banget mas anies memahamin banget miskin struktural kayak pimpin populis soksokan wajib vasektomi terima bansos
twitter,"diukur juga dari kontribusi dan produktivitas. kalo kontribusinya dirasa nihil, kita seakan-akan punya hak buat nentuin mereka masih layak hidup atau enggak.

teriak soal ham dari jaman pemilu kemarin, liat kebijakan vasektomi yang dipaksain langsung berubah semua. gile.",2025-05-01T17:37:31.000Z,positif,ukur kontribusi produktivitas kalo kontribusi rasa nihil seakanakan hak nentuin layak hidup teriak ham jaman milu kemarin liat bijak vasektomi dipaksain langsung ubah gile
twitter,Keknya topik vasektomi seru bgt nih,2025-05-01T17:36:48.000Z,negatif,kek topik vasektomi seru bgt nih
twitter,"harusnya vasektomi dilakukan secara sadar dan niat 100% sih ya, bukan dipaksa gini. MASALAHNYA, banyak juga yang gak sadar dan susah sadarnya ‍",2025-05-01T17:36:30.000Z,positif,vasektomi sadar niat sih ya paksa gin gak sadar susah sadar
twitter,"loh vasektomi itu juga ada syaratnya kakak ga sembarangan orang bisa vasektomi
KIPK itu buat orang kurang finansial buat bantu sekolah mereka
bansos buat orang kurang finansial YANG HARUS DIBANTU pemerintah supaya tanggungan mereka ga banyak
ya KB jawabannnya",2025-05-01T17:36:10.000Z,positif,loh vasektomi syarat kakak ga sembarang orang vasektomi kipk orang finansial bantu sekolah bansos orang finansial bantu perintah tanggung ga ya kb jawabannnya
twitter,"Tegas terhadap faktor eksternal, loyo sama faktor internal mau gmn lagi inilah Indonesia,  gw ngga nolak program vasektomi tapi kalau cuma itu doang ya ngga bakal kemana2 ",2025-05-01T17:35:29.000Z,positif,faktor eksternal loyo faktor internal gmn indonesia gw ngga nolak program vasektomi doang ya ngga mana
twitter,Malam jumat maljum tikom melani nonton youtube mecima libur darah vasektomi gta sa iyaa pagii pagiii tidur siang http://t.me/lexsyaagirl,2025-05-01T17:35:03.000Z,netral,malam jumat maljum tikom melani nonton youtube mecima libur darah vasektomi gta sa iyaa pagi pagiii tidur siang
twitter,malam jumat melani maljum mecima nonton youtube vasektomi tikom libur ciaonara  http://wa.me/6282379177509,2025-05-01T17:34:57.000Z,netral,malam jumat melani maljum mecima nonton youtube vasektomi tikom libur ciaonara
twitter,Vasektomi bisa direverse. Ada tindakannya. A quick google search will tell you.,2025-05-01T17:34:46.000Z,netral,vasektomi direverse tindak a quick google search will tell you
twitter,"Setuju.
Mungkin bansos ini jadi semacam screening sih. Tapi narasinya bisa “kalau bersedia vasektomi, bakal dikasih reward lebih.”

Gitu kan lebih enak",2025-05-01T17:33:30.000Z,negatif,tuju bansos screening sih narasi sedia vasektomi kasih reward gitu enak
twitter,Jika dijadikan solusi satu-satunya jelas tidak. Tapi vasektomi juga bisa menjadi salah satunya. Memberantas kemiskinan tidak hanya dari satu solusi aja. Percuma juga orang tuanya punya gaji perbulan 30 juta kalo anaknya ada 10. Biar ga bocor kita harus tambal lubangnya dulu,2025-05-01T17:33:10.000Z,positif,jadi solusi satusatunya vasektomi salah satu berantas miskin solusi aja orang tua gaji bulan juta kalo anak biar ga bocor tambal lubang
twitter,"Dan lagian ya, vasektomi buat org yg butuh bansos. Klo ga ya bgapain. Org butuh bansos kan org miskin",2025-05-01T17:32:46.000Z,positif,ya vasektomi org yg butuh bansos klo ga ya bgapain org butuh bansos org miskin
twitter,Kan gw bilang kb yg paling aman itu adalah kb alami. Salah satunya memanfaatkan siklus menstruasi. KB selain alami punya resiko masing masing termasuk vasektomi. Cuman kan yg jadi isu adalah bukan kb-nya tapi orang dipaksa vasektomi karena dia miskin.,2025-05-01T17:32:10.000Z,positif,gw bilang kb yg aman kb alami salah satu manfaat siklus menstruasi kb alami resiko vasektomi cuman yg isu kbnya orang paksa vasektomi miskin
twitter,malam jumat mecima melani libur nonton youtube vasektomi ready vcs,2025-05-01T17:28:10.000Z,netral,malam jumat mecima melani libur nonton youtube vasektomi ready vcs
twitter,"Ini sepertinya opsi yang better untuk berita viral vasektomi.

Atau mungkin kalau berdasarkan obrolan dgn Luqman Abdan, bisa jg dgn cara, kl ga vasektomi hny terima 10% dr nilai bansos (atau rasio lain) kl sudah vasektomi baru terima 100%

Semoga implementasinya bagus",2025-05-01T17:27:32.000Z,negatif,opsi better berita viral vasektomi dasar obrol dgn luqman abdan jg dgn kl ga vasektomi hny terima dr nilai bansos rasio kl vasektomi terima moga implementasi bagus
twitter,"Yg kagak ngomongin siapa dah gw tanya? Ini vasektomi bisa sampe lumayan tenar kek skrg akhir2 ini juga krn justru orang2 pada menggalakkan alternatif lain selain KB yg banyak efek sampingnya. Masalahnya, tu vasek kagak perlu diiket sama bansos. Buat aja kebijakan terpisah",2025-05-01T17:27:26.000Z,positif,yg kagak ngomongin dah gw vasektomi sampe lumayan tenar kek skrg krn orang galak alternatif kb yg efek samping tu vasek kagak diiket bansos aja bijak pisah
twitter,Bilang aja gamau di vasektomi wowkwkwk,2025-05-01T17:26:47.000Z,positif,bilang aja gamau vasektomi wowkwkwk
twitter,"Lagi-lagi diskursusnya belok, awalnya soal ""knp penerima bansos harus vasektomi?"" Malah sampe merembet ke patriarki. Gua salah satu yang setuju sama vasektomi tapi kalo snknya kaya wacana itu mah",2025-05-01T17:26:24.000Z,positif,lagilagi diskursusnya belok knp terima bansos vasektomi sampe rembet patriark gua salah tuju vasektomi kalo snknya kaya wacana mah
twitter,"cara memutuskan rantai kemiskinan itu ya emg vasektomi biar ga asal crot dan jadi pula anaknya. makin byk lah beban di indo...

kan uda ada 2 anak, trus lu mau apa lagi? masih bisa ngentot kok, ga merubah fisik lu juga, vasektomi kan buat matiin sperma lu doang",2025-05-01T17:26:16.000Z,positif,putus rantai miskin ya emg vasektomi biar ga crot anak byk beban indo uda anak trus lu ngentot ga rubah fisik lu vasektomi matiin sperma lu doang
twitter,"Pemaksaan vasektomi, KB buat orang miskin jatuhnya jadi eugenics. Eugenika, memperbaiki ras manusia dengan membuang orang-orang berpenyakit dan cacat serta memperbanyak individu sehat yang berpuncak pada pemurnian ras oleh hitler. Dalam hal ini membuang hak reproduksi si miskin",2025-05-01T17:26:15.000Z,positif,paksa vasektomi kb orang miskin jatuh eugenics eugenika baik ras manusia buang orangorang sakit cacat banyak individu sehat puncak murni ras hitler buang hak reproduksi si miskin
twitter,"Lagian kocak bgt pak. Giliran kb boleh, kalau vasektomi langsung kebakaran jenggot  terlihat ingin dapat enaknya sendiri. Sehat2 deh kaum patriarki",2025-05-01T17:26:01.000Z,negatif,kocak bgt gilir kb vasektomi langsung bakar jenggot enak sehat deh kaum patriark
twitter,Bagus nih. Artinya pendidikan dan iklim usaha positif lebih penting daripada vasektomi. Coba bayangkan kalau kaum marginal dijadikan pekerja terampil dan investor mau datang karena Jabar bebas pungli dan KKN? Indonesia benar2 dapat bonus demografi seperti Cina dan India.,2025-05-01T17:25:49.000Z,negatif,bagus nih didik iklim usaha positif vasektomi coba bayang kaum marginal jadi kerja terampil investor jabar bebas pungli kkn indonesia bonus demografi cina india
twitter," molla adu banteng

https://poophd.pro/e/ua5vxwyhv9l5

 Full Koleksi
https://poophd.pro/f/e5y7mjlniwx

Malam jumat tikom mecima feni melani refund tiket nonton youtube SN QN libur vasektomi tidur ready",2025-05-01T17:24:30.000Z,netral,molla adu banteng full koleksi malam jumat tikom mecima feni melani refund tiket nonton youtube sn qn libur vasektomi tidur ready
twitter,"Trowback felinen cantik ngangenin

https://dood.to/e/c0sl372p4imx

https://dood.to/e/f1y187m5xe1y

https://dood.to/e/zg2d8qpfrzwj

https://dood.to/e/tqby3u3p9oak

https://dood.to/e/00fne4caqwa3

https://dood.to/e/y7vt4od5cjnt

malam jumat mecima melani libur nonton youtube vasektomi https://pic.x.com/s0Qo85vjt3",2025-05-01T17:24:25.000Z,negatif,trowback felinen cantik ngangenin malam jumat mecima melani libur nonton youtube vasektomi
twitter,"Kenapa Warga Miskin Harus Disunat Haknya? Menyoal Gagasan Kontroversial Vasektomi Wajib demi Bansos

selengkapnya >> https://go.niadi.net/HhYo0W",2025-05-01T17:22:47.000Z,netral,warga miskin sunat hak soal gagas kontroversial vasektomi wajib bansos lengkap
twitter,malam jumat mecima melani libur nonton youtube vasektomi ready http://t.me/realsyalifaa,2025-05-01T17:22:22.000Z,netral,malam jumat mecima melani libur nonton youtube vasektomi ready
twitter,"Gak pernah lewat diskursus vasektomi sebelumnya ya, Ka? ",2025-05-01T17:22:14.000Z,positif,gak diskursus vasektomi ya ka
twitter,"Vasektomi Jadi Syarat Bansos, Simak Penjelasan dan Efektivitasnya",2025-05-01T17:22:03.000Z,netral,vasektomi syarat bansos simak jelas efektivitas
twitter,"Gua sebelumnya udah coba ngobrol sama grok terkait program vasektomi ini, dan mau share buat tahu pendapat kalian?",2025-05-01T17:21:30.000Z,netral,gua udah coba ngobrol grok kait program vasektomi share dapat
twitter,"Gak pernah sebingung ini buat take side yg mana di diskursus vasektomi

Negara gak seharusnya masuk ke ranah privat is true
But anak punya hak utk hidup yg layak dan pemerintah hrs intervensi karena edukasi aja gak mempan is also true",2025-05-01T17:21:27.000Z,positif,gak bingung take side yg diskursus vasektomi negara gak masuk ranah privat is true but anak hak utk hidup yg layak perintah hrs intervensi edukasi aja gak mempan is also true
twitter," tetangga minta tolong 
https://poophd.pro/e/we4nqqodwzjf
 Tetangga sebelah
https://poophd.pro/f/rhyl2kujlvn

VIP - https://t.me/resakarmilaa

Malam Jumat mecima nonton YouTube melani vasektomi tikom libur selamat hari buruh maljum ready vcs",2025-05-01T17:20:57.000Z,netral,tetangga tolong tetangga belah vip malam jumat mecima nonton youtube melani vasektomi tikom libur selamat buruh maljum ready vcs
twitter,seharusnya vasektomi dan KB bisa dipandang sebagai keputusan yang bebas mereka ambil pra perkawinan bukan sebagai hukum absolut (fasis tadi) demi mendapatkan bansos. entah mereka jawab diberi fasilitas edukasi kah atau yang lain,2025-05-01T17:20:47.000Z,positif,vasektomi kb pandang putus bebas ambil pra kawin hukum absolut fasis bansos fasilitas edukasi kah
twitter,"Ya ga vasektomi ga apa2 sih… tapi yang penting gimana caranya biar ga nambah anaknya.

Kadang orang2 gini udah dikasih penyuluhan dan edukasi juga bebalnya setengah mati.",2025-05-01T17:20:41.000Z,positif,ya ga vasektomi ga sih gimana biar ga nambah anak kadang orang gin udah kasih suluh edukasi bebal mati
